City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
214,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,87,40,5.48,scattered clouds
215,Mogadishu,SO,2.0371,45.3438,77.76,81,93,11.48,overcast clouds
216,Arona,ES,28.0996,-16.681,60.82,70,20,3.0,few clouds
217,Garoua,CM,9.3,13.4,81.77,54,39,3.91,scattered clouds
218,Krasnoarmeysk,RU,51.0239,45.6969,67.06,82,16,7.7,few clouds
219,Kattivakkam,IN,13.2167,80.3167,89.08,69,58,4.97,broken clouds
220,Namatanai,PG,-3.6667,152.4333,83.75,73,67,6.26,light rain
221,Sakakah,SA,29.9697,40.2064,80.42,18,93,6.11,overcast clouds
222,Saint-Joseph,RE,-21.3667,55.6167,66.58,75,0,6.2,clear sky
223,San Andres,CO,12.5847,-81.7006,81.39,76,13,14.34,few clouds
224,Amparafaravola,MG,-17.5833,48.2167,57.51,97,0,0.96,clear sky
225,Methoni,GR,36.8197,21.7049,68.22,72,100,0.74,overcast clouds
